"","date","tmin","year","month","day","wy","yd","wyd","tmax","tmean","location"
"19839",2072-04-25,9.1675,2072,4,25,2072,116,208,20.4101,14.7888,"Santa Barbara"
"19840",2072-04-26,9.6031,2072,4,26,2072,117,209,20.9963,15.2997,"Santa Barbara"
"19841",2072-04-27,10.4461,2072,4,27,2072,118,210,21.8195,16.1328,"Santa Barbara"
"19842",2072-04-28,11.5992,2072,4,28,2072,119,211,20.3413,15.97025,"Santa Barbara"
"19843",2072-04-29,8.2002,2072,4,29,2072,120,212,17.6366,12.9184,"Santa Barbara"
"19844",2072-04-30,10.5852,2072,4,30,2072,121,213,17.865,14.2251,"Santa Barbara"
"19845",2072-05-01,8.8463,2072,5,1,2072,122,214,22.0504,15.44835,"Santa Barbara"
"19846",2072-05-02,10.2335,2072,5,2,2072,123,215,23.4598,16.84665,"Santa Barbara"
"19847",2072-05-03,11.5504,2072,5,3,2072,124,216,20.8834,16.2169,"Santa Barbara"
"19848",2072-05-04,11.846,2072,5,4,2072,125,217,20.5674,16.2067,"Santa Barbara"
"19849",2072-05-05,12.4652,2072,5,5,2072,126,218,20.7222,16.5937,"Santa Barbara"
"19850",2072-05-06,11.9807,2072,5,6,2072,127,219,21.6765,16.8286,"Santa Barbara"
"19851",2072-05-07,10.3861,2072,5,7,2072,128,220,22.9279,16.657,"Santa Barbara"
"19852",2072-05-08,13.1001,2072,5,8,2072,129,221,25.0026,19.05135,"Santa Barbara"
"19853",2072-05-09,13.6886,2072,5,9,2072,130,222,25.3624,19.5255,"Santa Barbara"
"19854",2072-05-10,14.3796,2072,5,10,2072,131,223,23.3733,18.87645,"Santa Barbara"
"19855",2072-05-11,15.4923,2072,5,11,2072,132,224,24.902,20.19715,"Santa Barbara"
"19856",2072-05-12,14.4664,2072,5,12,2072,133,225,23.3097,18.88805,"Santa Barbara"
"19857",2072-05-13,13.6913,2072,5,13,2072,134,226,22.6011,18.1462,"Santa Barbara"
"19858",2072-05-14,14.1761,2072,5,14,2072,135,227,22.5056,18.34085,"Santa Barbara"
"19859",2072-05-15,13.9811,2072,5,15,2072,136,228,23.849,18.91505,"Santa Barbara"
"19860",2072-05-16,14.4742,2072,5,16,2072,137,229,21.9288,18.2015,"Santa Barbara"
"19861",2072-05-17,15.2261,2072,5,17,2072,138,230,22.5067,18.8664,"Santa Barbara"
"19862",2072-05-18,14.049,2072,5,18,2072,139,231,21.2051,17.62705,"Santa Barbara"
"19863",2072-05-19,15.1992,2072,5,19,2072,140,232,21.3296,18.2644,"Santa Barbara"
"19864",2072-05-20,15.4192,2072,5,20,2072,141,233,21.9508,18.685,"Santa Barbara"
"19865",2072-05-21,14.1577,2072,5,21,2072,142,234,23.3918,18.77475,"Santa Barbara"
"19866",2072-05-22,11.5416,2072,5,22,2072,143,235,23.1854,17.3635,"Santa Barbara"
"19867",2072-05-23,12.8385,2072,5,23,2072,144,236,21.122,16.98025,"Santa Barbara"
"19868",2072-05-24,14.511,2072,5,24,2072,145,237,20.5623,17.53665,"Santa Barbara"
"19869",2072-05-25,13.8662,2072,5,25,2072,146,238,19.7581,16.81215,"Santa Barbara"
"19870",2072-05-26,13.9696,2072,5,26,2072,147,239,20.5759,17.27275,"Santa Barbara"
"19871",2072-05-27,13.5897,2072,5,27,2072,148,240,22.7369,18.1633,"Santa Barbara"
"19872",2072-05-28,14.6399,2072,5,28,2072,149,241,23.2471,18.9435,"Santa Barbara"
"19873",2072-05-29,12.8273,2072,5,29,2072,150,242,22.584,17.70565,"Santa Barbara"
"19874",2072-05-30,13.3918,2072,5,30,2072,151,243,27.5041,20.44795,"Santa Barbara"
"19875",2072-05-31,15.346,2072,5,31,2072,152,244,26.4655,20.90575,"Santa Barbara"
"19876",2072-06-01,18.5458,2072,6,1,2072,153,245,30.091,24.3184,"Santa Barbara"
"19877",2072-06-02,18.9433,2072,6,2,2072,154,246,29.9723,24.4578,"Santa Barbara"
"19878",2072-06-03,14.317,2072,6,3,2072,155,247,27.2724,20.7947,"Santa Barbara"
"19879",2072-06-04,15.3316,2072,6,4,2072,156,248,24.6851,20.00835,"Santa Barbara"
"19880",2072-06-05,13.8077,2072,6,5,2072,157,249,26.4213,20.1145,"Santa Barbara"
"19881",2072-06-06,11.2403,2072,6,6,2072,158,250,25.2741,18.2572,"Santa Barbara"
"19882",2072-06-07,13.6625,2072,6,7,2072,159,251,24.982,19.32225,"Santa Barbara"
"19883",2072-06-08,13.1931,2072,6,8,2072,160,252,24.9535,19.0733,"Santa Barbara"
"19884",2072-06-09,13.0023,2072,6,9,2072,161,253,23.955,18.47865,"Santa Barbara"
"19885",2072-06-10,15.282,2072,6,10,2072,162,254,26.753,21.0175,"Santa Barbara"
"19886",2072-06-11,14.6013,2072,6,11,2072,163,255,24.0762,19.33875,"Santa Barbara"
"19887",2072-06-12,13.0252,2072,6,12,2072,164,256,26.6022,19.8137,"Santa Barbara"
"19888",2072-06-13,15.1042,2072,6,13,2072,165,257,25.7419,20.42305,"Santa Barbara"
"19889",2072-06-14,13.9614,2072,6,14,2072,166,258,26.7938,20.3776,"Santa Barbara"
"19890",2072-06-15,12.7532,2072,6,15,2072,167,259,26.9842,19.8687,"Santa Barbara"
"19891",2072-06-16,11.3406,2072,6,16,2072,168,260,24.6011,17.97085,"Santa Barbara"
"19892",2072-06-17,10.5914,2072,6,17,2072,169,261,22.9548,16.7731,"Santa Barbara"
"19893",2072-06-18,11.4273,2072,6,18,2072,170,262,25.9054,18.66635,"Santa Barbara"
"19894",2072-06-19,11.6519,2072,6,19,2072,171,263,23.1028,17.37735,"Santa Barbara"
"19895",2072-06-20,11.754,2072,6,20,2072,172,264,23.546,17.65,"Santa Barbara"
"19896",2072-06-21,12.8704,2072,6,21,2072,173,265,25.2209,19.04565,"Santa Barbara"
"19897",2072-06-22,13.3558,2072,6,22,2072,174,266,26.2314,19.7936,"Santa Barbara"
"19898",2072-06-23,14.0552,2072,6,23,2072,175,267,24.5222,19.2887,"Santa Barbara"
"19899",2072-06-24,13.7802,2072,6,24,2072,176,268,23.4008,18.5905,"Santa Barbara"
"19900",2072-06-25,13.3827,2072,6,25,2072,177,269,24.4449,18.9138,"Santa Barbara"
"19901",2072-06-26,14.5459,2072,6,26,2072,178,270,24.9462,19.74605,"Santa Barbara"
"19902",2072-06-27,18.0543,2072,6,27,2072,179,271,30.7691,24.4117,"Santa Barbara"
"19903",2072-06-28,17.9292,2072,6,28,2072,180,272,29.714,23.8216,"Santa Barbara"
"19904",2072-06-29,13.964,2072,6,29,2072,181,273,25.7635,19.86375,"Santa Barbara"
"19905",2072-06-30,13.4475,2072,6,30,2072,182,274,22.7666,18.10705,"Santa Barbara"
"19906",2072-07-01,13.4759,2072,7,1,2072,183,275,26.1778,19.82685,"Santa Barbara"
"19907",2072-07-02,13.3438,2072,7,2,2072,184,276,25.2389,19.29135,"Santa Barbara"
"19908",2072-07-03,12.9718,2072,7,3,2072,185,277,25.2994,19.1356,"Santa Barbara"
"19909",2072-07-04,13.5272,2072,7,4,2072,186,278,25.0343,19.28075,"Santa Barbara"
"19910",2072-07-05,15.1793,2072,7,5,2072,187,279,24.1507,19.665,"Santa Barbara"
"19911",2072-07-06,16.2893,2072,7,6,2072,188,280,25.4648,20.87705,"Santa Barbara"
"19912",2072-07-07,14.8893,2072,7,7,2072,189,281,22.6989,18.7941,"Santa Barbara"
"19913",2072-07-08,17.0643,2072,7,8,2072,190,282,24.5156,20.78995,"Santa Barbara"
"19914",2072-07-09,15.0475,2072,7,9,2072,191,283,25.2532,20.15035,"Santa Barbara"
"19915",2072-07-10,13.3958,2072,7,10,2072,192,284,23.2412,18.3185,"Santa Barbara"
"19916",2072-07-11,15.5983,2072,7,11,2072,193,285,24.751,20.17465,"Santa Barbara"
"19917",2072-07-12,12.8902,2072,7,12,2072,194,286,22.9607,17.92545,"Santa Barbara"
"19918",2072-07-13,13.5932,2072,7,13,2072,195,287,23.0183,18.30575,"Santa Barbara"
"19919",2072-07-14,14.7574,2072,7,14,2072,196,288,25.1518,19.9546,"Santa Barbara"
"19920",2072-07-15,14.6353,2072,7,15,2072,197,289,21.8502,18.24275,"Santa Barbara"
"19921",2072-07-16,14.0838,2072,7,16,2072,198,290,23.0976,18.5907,"Santa Barbara"
"19922",2072-07-17,12.7108,2072,7,17,2072,199,291,21.6999,17.20535,"Santa Barbara"
"19923",2072-07-18,14.8938,2072,7,18,2072,200,292,25.2709,20.08235,"Santa Barbara"
"19924",2072-07-19,14.9279,2072,7,19,2072,201,293,25.4518,20.18985,"Santa Barbara"
"19925",2072-07-20,15.4653,2072,7,20,2072,202,294,26.2327,20.849,"Santa Barbara"
"19926",2072-07-21,14.2726,2072,7,21,2072,203,295,22.9407,18.60665,"Santa Barbara"
"19927",2072-07-22,14.6151,2072,7,22,2072,204,296,23.4766,19.04585,"Santa Barbara"
"19928",2072-07-23,14.5941,2072,7,23,2072,205,297,22.0942,18.34415,"Santa Barbara"
"19929",2072-07-24,14.0153,2072,7,24,2072,206,298,22.4135,18.2144,"Santa Barbara"
"19930",2072-07-25,13.7268,2072,7,25,2072,207,299,24.984,19.3554,"Santa Barbara"
"19931",2072-07-26,14.7245,2072,7,26,2072,208,300,24.5323,19.6284,"Santa Barbara"
"19932",2072-07-27,15.688,2072,7,27,2072,209,301,26.5225,21.10525,"Santa Barbara"
"19933",2072-07-28,14.7425,2072,7,28,2072,210,302,28.4035,21.573,"Santa Barbara"
"19934",2072-07-29,16.7695,2072,7,29,2072,211,303,28.7465,22.758,"Santa Barbara"
"19935",2072-07-30,17.8293,2072,7,30,2072,212,304,27.8,22.81465,"Santa Barbara"
"19936",2072-07-31,14.5846,2072,7,31,2072,213,305,25.3425,19.96355,"Santa Barbara"
"19937",2072-08-01,12.7529,2072,8,1,2072,214,306,24.6604,18.70665,"Santa Barbara"
"19938",2072-08-02,13.4806,2072,8,2,2072,215,307,26.6542,20.0674,"Santa Barbara"
"19939",2072-08-03,14.1006,2072,8,3,2072,216,308,26.56,20.3303,"Santa Barbara"
"19940",2072-08-04,13.6266,2072,8,4,2072,217,309,26.927,20.2768,"Santa Barbara"
"19941",2072-08-05,14.3982,2072,8,5,2072,218,310,27.3028,20.8505,"Santa Barbara"
"19942",2072-08-06,16.5106,2072,8,6,2072,219,311,27.0897,21.80015,"Santa Barbara"
"19943",2072-08-07,16.419,2072,8,7,2072,220,312,26.7602,21.5896,"Santa Barbara"
"19944",2072-08-08,16.1832,2072,8,8,2072,221,313,30.046,23.1146,"Santa Barbara"
"19945",2072-08-09,17.2183,2072,8,9,2072,222,314,30.5586,23.88845,"Santa Barbara"
"19946",2072-08-10,17.0991,2072,8,10,2072,223,315,29.419,23.25905,"Santa Barbara"
"19947",2072-08-11,16.11,2072,8,11,2072,224,316,27.9016,22.0058,"Santa Barbara"
"19948",2072-08-12,15.9209,2072,8,12,2072,225,317,26.0796,21.00025,"Santa Barbara"
"19949",2072-08-13,15.2073,2072,8,13,2072,226,318,27.6017,21.4045,"Santa Barbara"
"19950",2072-08-14,15.3233,2072,8,14,2072,227,319,25.1363,20.2298,"Santa Barbara"
"19951",2072-08-15,13.9712,2072,8,15,2072,228,320,24.6171,19.29415,"Santa Barbara"
"19952",2072-08-16,14.067,2072,8,16,2072,229,321,24.5595,19.31325,"Santa Barbara"
"19953",2072-08-17,12.9192,2072,8,17,2072,230,322,26.579,19.7491,"Santa Barbara"
"19954",2072-08-18,16.3636,2072,8,18,2072,231,323,27.2212,21.7924,"Santa Barbara"
"19955",2072-08-19,13.8318,2072,8,19,2072,232,324,24.9481,19.38995,"Santa Barbara"
"19956",2072-08-20,16.3148,2072,8,20,2072,233,325,28.0077,22.16125,"Santa Barbara"
"19957",2072-08-21,13.1403,2072,8,21,2072,234,326,26.6441,19.8922,"Santa Barbara"
"19958",2072-08-22,14.9156,2072,8,22,2072,235,327,28.0547,21.48515,"Santa Barbara"
"19959",2072-08-23,14.2207,2072,8,23,2072,236,328,27.7024,20.96155,"Santa Barbara"
"19960",2072-08-24,13.1926,2072,8,24,2072,237,329,27.2505,20.22155,"Santa Barbara"
"19961",2072-08-25,12.5143,2072,8,25,2072,238,330,26.955,19.73465,"Santa Barbara"
"19962",2072-08-26,14.6413,2072,8,26,2072,239,331,28.6451,21.6432,"Santa Barbara"
"19963",2072-08-27,14.838,2072,8,27,2072,240,332,25.9766,20.4073,"Santa Barbara"
"19964",2072-08-28,15.3976,2072,8,28,2072,241,333,26.6225,21.01005,"Santa Barbara"
"19965",2072-08-29,14.2325,2072,8,29,2072,242,334,26.5517,20.3921,"Santa Barbara"
"19966",2072-08-30,17.0527,2072,8,30,2072,243,335,26.276,21.66435,"Santa Barbara"
"19967",2072-08-31,15.0583,2072,8,31,2072,244,336,25.0913,20.0748,"Santa Barbara"
"19968",2072-09-01,14.0673,2072,9,1,2072,245,337,24.8853,19.4763,"Santa Barbara"
"19969",2072-09-02,14.3425,2072,9,2,2072,246,338,27.2945,20.8185,"Santa Barbara"
"19970",2072-09-03,16.5224,2072,9,3,2072,247,339,26.3338,21.4281,"Santa Barbara"
"19971",2072-09-04,15.7361,2072,9,4,2072,248,340,26.5126,21.12435,"Santa Barbara"
"19972",2072-09-05,15.5157,2072,9,5,2072,249,341,26.8755,21.1956,"Santa Barbara"
"19973",2072-09-06,17.9509,2072,9,6,2072,250,342,29.9756,23.96325,"Santa Barbara"
"19974",2072-09-07,20.544,2072,9,7,2072,251,343,29.7268,25.1354,"Santa Barbara"
"19975",2072-09-08,18.966,2072,9,8,2072,252,344,28.9301,23.94805,"Santa Barbara"
"19976",2072-09-09,19.1655,2072,9,9,2072,253,345,28.6207,23.8931,"Santa Barbara"
"19977",2072-09-10,18.7371,2072,9,10,2072,254,346,28.5228,23.62995,"Santa Barbara"
"19978",2072-09-11,17.4735,2072,9,11,2072,255,347,27.9333,22.7034,"Santa Barbara"
"19979",2072-09-12,16.5982,2072,9,12,2072,256,348,26.6707,21.63445,"Santa Barbara"
"19980",2072-09-13,17.5477,2072,9,13,2072,257,349,27.5712,22.55945,"Santa Barbara"
"19981",2072-09-14,16.2047,2072,9,14,2072,258,350,29.5389,22.8718,"Santa Barbara"
"19982",2072-09-15,15.6499,2072,9,15,2072,259,351,28.4613,22.0556,"Santa Barbara"
"19983",2072-09-16,19.1596,2072,9,16,2072,260,352,26.3624,22.761,"Santa Barbara"
"19984",2072-09-17,15.2522,2072,9,17,2072,261,353,25.7363,20.49425,"Santa Barbara"
"19985",2072-09-18,17.3116,2072,9,18,2072,262,354,27.8682,22.5899,"Santa Barbara"
"19986",2072-09-19,16.1134,2072,9,19,2072,263,355,26.2179,21.16565,"Santa Barbara"
"19987",2072-09-20,16.1673,2072,9,20,2072,264,356,24.2799,20.2236,"Santa Barbara"
"19988",2072-09-21,14.3966,2072,9,21,2072,265,357,23.9576,19.1771,"Santa Barbara"
"19989",2072-09-22,15.4936,2072,9,22,2072,266,358,25.0226,20.2581,"Santa Barbara"
"19990",2072-09-23,16.32,2072,9,23,2072,267,359,24.1905,20.25525,"Santa Barbara"
"19991",2072-09-24,13.4239,2072,9,24,2072,268,360,24.696,19.05995,"Santa Barbara"
"19992",2072-09-25,13.2078,2072,9,25,2072,269,361,25.3504,19.2791,"Santa Barbara"
"19993",2072-09-26,16.2565,2072,9,26,2072,270,362,30.6288,23.44265,"Santa Barbara"
"19994",2072-09-27,15.8741,2072,9,27,2072,271,363,29.6311,22.7526,"Santa Barbara"
"19995",2072-09-28,18.1078,2072,9,28,2072,272,364,32.8732,25.4905,"Santa Barbara"
"19996",2072-09-29,19.1243,2072,9,29,2072,273,365,28.976,24.05015,"Santa Barbara"
"19997",2072-09-30,18.6548,2072,9,30,2072,274,366,29.283,23.9689,"Santa Barbara"
"19998",2072-10-01,18.1013,2072,10,1,2073,275,1,28.7188,23.41005,"Santa Barbara"
"19999",2072-10-02,18.5694,2072,10,2,2073,276,2,30.2339,24.40165,"Santa Barbara"
"20000",2072-10-03,17.5184,2072,10,3,2073,277,3,32.7224,25.1204,"Santa Barbara"
"20001",2072-10-04,17.7977,2072,10,4,2073,278,4,32.1479,24.9728,"Santa Barbara"
"20002",2072-10-05,18.9179,2072,10,5,2073,279,5,30.8408,24.87935,"Santa Barbara"
"20003",2072-10-06,19.0634,2072,10,6,2073,280,6,29.5993,24.33135,"Santa Barbara"
"20004",2072-10-07,15.8744,2072,10,7,2073,281,7,27.224,21.5492,"Santa Barbara"
"20005",2072-10-08,15.8222,2072,10,8,2073,282,8,26.9519,21.38705,"Santa Barbara"
"20006",2072-10-09,16.3948,2072,10,9,2073,283,9,24.8093,20.60205,"Santa Barbara"
"20007",2072-10-10,15.8647,2072,10,10,2073,284,10,23.8728,19.86875,"Santa Barbara"
"20008",2072-10-11,11.815,2072,10,11,2073,285,11,24.8655,18.34025,"Santa Barbara"
"20009",2072-10-12,11.313,2072,10,12,2073,286,12,27.6361,19.47455,"Santa Barbara"
"20010",2072-10-13,11.664,2072,10,13,2073,287,13,29.9972,20.8306,"Santa Barbara"
"20011",2072-10-14,14.1367,2072,10,14,2073,288,14,28.8722,21.50445,"Santa Barbara"
"20012",2072-10-15,16.9951,2072,10,15,2073,289,15,30.8827,23.9389,"Santa Barbara"
"20013",2072-10-16,18.6723,2072,10,16,2073,290,16,30.0747,24.3735,"Santa Barbara"
"20014",2072-10-17,14.7014,2072,10,17,2073,291,17,29.0946,21.898,"Santa Barbara"
"20015",2072-10-18,13.6145,2072,10,18,2073,292,18,26.2032,19.90885,"Santa Barbara"
"20016",2072-10-19,11.6947,2072,10,19,2073,293,19,23.6762,17.68545,"Santa Barbara"
"20017",2072-10-20,14.0319,2072,10,20,2073,294,20,24.4715,19.2517,"Santa Barbara"
"20018",2072-10-21,12.726,2072,10,21,2073,295,21,24.8128,18.7694,"Santa Barbara"
"20019",2072-10-22,9.2445,2072,10,22,2073,296,22,24.124,16.68425,"Santa Barbara"
"20020",2072-10-23,10.2685,2072,10,23,2073,297,23,28.3483,19.3084,"Santa Barbara"
"20021",2072-10-24,9.1996,2072,10,24,2073,298,24,27.4007,18.30015,"Santa Barbara"
"20022",2072-10-25,13.3168,2072,10,25,2073,299,25,26.9425,20.12965,"Santa Barbara"
"20023",2072-10-26,8.6062,2072,10,26,2073,300,26,25.3561,16.98115,"Santa Barbara"
"20024",2072-10-27,10.6371,2072,10,27,2073,301,27,21.4023,16.0197,"Santa Barbara"
"20025",2072-10-28,11.1135,2072,10,28,2073,302,28,20.2617,15.6876,"Santa Barbara"
"20026",2072-10-29,6.1141,2072,10,29,2073,303,29,20.3718,13.24295,"Santa Barbara"
"20027",2072-10-30,4.1571,2072,10,30,2073,304,30,20.0359,12.0965,"Santa Barbara"
"20028",2072-10-31,4.4444,2072,10,31,2073,305,31,24.1739,14.30915,"Santa Barbara"
"20029",2072-11-01,5.2219,2072,11,1,2073,306,32,25.5305,15.3762,"Santa Barbara"
"20030",2072-11-02,3.0609,2072,11,2,2073,307,33,24.7003,13.8806,"Santa Barbara"
"20031",2072-11-03,8.3036,2072,11,3,2073,308,34,24.93,16.6168,"Santa Barbara"
"20032",2072-11-04,9.8054,2072,11,4,2073,309,35,24.1198,16.9626,"Santa Barbara"
"20033",2072-11-05,6.5342,2072,11,5,2073,310,36,24.1106,15.3224,"Santa Barbara"
"20034",2072-11-06,6.1028,2072,11,6,2073,311,37,28.3823,17.24255,"Santa Barbara"
"20035",2072-11-07,7.0568,2072,11,7,2073,312,38,28.6755,17.86615,"Santa Barbara"
"20036",2072-11-08,5.9809,2072,11,8,2073,313,39,24.9082,15.44455,"Santa Barbara"
"20037",2072-11-09,7.9153,2072,11,9,2073,314,40,27.9956,17.95545,"Santa Barbara"
"20038",2072-11-10,7.1438,2072,11,10,2073,315,41,24.9862,16.065,"Santa Barbara"
"20039",2072-11-11,6.2436,2072,11,11,2073,316,42,23.2081,14.72585,"Santa Barbara"
"20040",2072-11-12,8.0941,2072,11,12,2073,317,43,22.5225,15.3083,"Santa Barbara"
"20041",2072-11-13,9.7568,2072,11,13,2073,318,44,21.8383,15.79755,"Santa Barbara"
"20042",2072-11-14,5.246,2072,11,14,2073,319,45,21.1488,13.1974,"Santa Barbara"
"20043",2072-11-15,3.8573,2072,11,15,2073,320,46,24.7993,14.3283,"Santa Barbara"
"20044",2072-11-16,3.5309,2072,11,16,2073,321,47,26.2703,14.9006,"Santa Barbara"
"20045",2072-11-17,4.6797,2072,11,17,2073,322,48,24.6777,14.6787,"Santa Barbara"
"20046",2072-11-18,7.3638,2072,11,18,2073,323,49,24.6472,16.0055,"Santa Barbara"
"20047",2072-11-19,8.0053,2072,11,19,2073,324,50,23.1994,15.60235,"Santa Barbara"
"20048",2072-11-20,7.9998,2072,11,20,2073,325,51,23.9951,15.99745,"Santa Barbara"
"20049",2072-11-21,8.1121,2072,11,21,2073,326,52,28.4926,18.30235,"Santa Barbara"
"20050",2072-11-22,10.1192,2072,11,22,2073,327,53,25.9554,18.0373,"Santa Barbara"
"20051",2072-11-23,6.7931,2072,11,23,2073,328,54,25.0048,15.89895,"Santa Barbara"
"20052",2072-11-24,5.5018,2072,11,24,2073,329,55,21.5564,13.5291,"Santa Barbara"
"20053",2072-11-25,7.4882,2072,11,25,2073,330,56,24.0813,15.78475,"Santa Barbara"
"20054",2072-11-26,7.3382,2072,11,26,2073,331,57,30.4125,18.87535,"Santa Barbara"
"20055",2072-11-27,8.718,2072,11,27,2073,332,58,30.6307,19.67435,"Santa Barbara"
"20056",2072-11-28,6.4469,2072,11,28,2073,333,59,24.3425,15.3947,"Santa Barbara"
"20057",2072-11-29,8.5927,2072,11,29,2073,334,60,19.5406,14.06665,"Santa Barbara"
"20058",2072-11-30,10.0596,2072,11,30,2073,335,61,21.1605,15.61005,"Santa Barbara"
"20059",2072-12-01,7.5761,2072,12,1,2073,336,62,19.3416,13.45885,"Santa Barbara"
"20060",2072-12-02,10.9817,2072,12,2,2073,337,63,20.7628,15.87225,"Santa Barbara"
"20061",2072-12-03,9.5357,2072,12,3,2073,338,64,19.8963,14.716,"Santa Barbara"
"20062",2072-12-04,11.4131,2072,12,4,2073,339,65,20.662,16.03755,"Santa Barbara"
"20063",2072-12-05,10.5144,2072,12,5,2073,340,66,21.4832,15.9988,"Santa Barbara"
"20064",2072-12-06,9.6862,2072,12,6,2073,341,67,22.424,16.0551,"Santa Barbara"
"20065",2072-12-07,10.6768,2072,12,7,2073,342,68,21.4978,16.0873,"Santa Barbara"
"20066",2072-12-08,12.9536,2072,12,8,2073,343,69,18.4272,15.6904,"Santa Barbara"
"20067",2072-12-09,9.6088,2072,12,9,2073,344,70,20.8104,15.2096,"Santa Barbara"
"20068",2072-12-10,12.8661,2072,12,10,2073,345,71,18.637,15.75155,"Santa Barbara"
"20069",2072-12-11,13.1374,2072,12,11,2073,346,72,20.5946,16.866,"Santa Barbara"
"20070",2072-12-12,8.8891,2072,12,12,2073,347,73,19.5959,14.2425,"Santa Barbara"
"20071",2072-12-13,6.9989,2072,12,13,2073,348,74,19.9532,13.47605,"Santa Barbara"
"20072",2072-12-14,9.7616,2072,12,14,2073,349,75,21.8494,15.8055,"Santa Barbara"
"20073",2072-12-15,7.2631,2072,12,15,2073,350,76,22.8963,15.0797,"Santa Barbara"
"20074",2072-12-16,11.1553,2072,12,16,2073,351,77,19.2148,15.18505,"Santa Barbara"
"20075",2072-12-17,9.7275,2072,12,17,2073,352,78,19.5461,14.6368,"Santa Barbara"
"20076",2072-12-18,13.7411,2072,12,18,2073,353,79,20.1099,16.9255,"Santa Barbara"
"20077",2072-12-19,13.7893,2072,12,19,2073,354,80,19.2886,16.53895,"Santa Barbara"
"20078",2072-12-20,9.6646,2072,12,20,2073,355,81,24.8005,17.23255,"Santa Barbara"
"20079",2072-12-21,6.1007,2072,12,21,2073,356,82,21.6638,13.88225,"Santa Barbara"
"20080",2072-12-22,7.2461,2072,12,22,2073,357,83,24.1989,15.7225,"Santa Barbara"
"20081",2072-12-23,6.3792,2072,12,23,2073,358,84,22.2395,14.30935,"Santa Barbara"
"20082",2072-12-24,8.8069,2072,12,24,2073,359,85,17.5188,13.16285,"Santa Barbara"
"20083",2072-12-25,9.2049,2072,12,25,2073,360,86,17.3649,13.2849,"Santa Barbara"
"20084",2072-12-26,9.8324,2072,12,26,2073,361,87,17.6455,13.73895,"Santa Barbara"
"20085",2072-12-27,9.9296,2072,12,27,2073,362,88,19.169,14.5493,"Santa Barbara"
"20086",2072-12-28,9.3314,2072,12,28,2073,363,89,19.3702,14.3508,"Santa Barbara"
"20087",2072-12-29,12.8693,2072,12,29,2073,364,90,18.6626,15.76595,"Santa Barbara"
"20088",2072-12-30,13.9576,2072,12,30,2073,365,91,16.6573,15.30745,"Santa Barbara"
"20089",2072-12-31,14.5246,2072,12,31,2073,366,92,19.79,17.1573,"Santa Barbara"
"20090",2073-01-01,13.1811,2073,1,1,2073,1,93,18.7295,15.9553,"Santa Barbara"
"20091",2073-01-02,13.1191,2073,1,2,2073,2,94,15.8526,14.48585,"Santa Barbara"
"20092",2073-01-03,12.372,2073,1,3,2073,3,95,15.7569,14.06445,"Santa Barbara"
"20093",2073-01-04,11.2582,2073,1,4,2073,4,96,18.6347,14.94645,"Santa Barbara"
"20094",2073-01-05,13.4491,2073,1,5,2073,5,97,17.132,15.29055,"Santa Barbara"
"20095",2073-01-06,15.1591,2073,1,6,2073,6,98,19.0775,17.1183,"Santa Barbara"
"20096",2073-01-07,15.6099,2073,1,7,2073,7,99,19.1357,17.3728,"Santa Barbara"
"20097",2073-01-08,14.3686,2073,1,8,2073,8,100,18.0582,16.2134,"Santa Barbara"
"20098",2073-01-09,13.9927,2073,1,9,2073,9,101,18.3488,16.17075,"Santa Barbara"
"20099",2073-01-10,14.7909,2073,1,10,2073,10,102,19.7734,17.28215,"Santa Barbara"
"20100",2073-01-11,11.8435,2073,1,11,2073,11,103,19.4683,15.6559,"Santa Barbara"
"20101",2073-01-12,13.784,2073,1,12,2073,12,104,20.7443,17.26415,"Santa Barbara"
"20102",2073-01-13,12.0291,2073,1,13,2073,13,105,20.9419,16.4855,"Santa Barbara"
"20103",2073-01-14,9.547,2073,1,14,2073,14,106,20.4944,15.0207,"Santa Barbara"
"20104",2073-01-15,9.9229,2073,1,15,2073,15,107,21.6403,15.7816,"Santa Barbara"
"20105",2073-01-16,7.2403,2073,1,16,2073,16,108,18.2559,12.7481,"Santa Barbara"
"20106",2073-01-17,9.5728,2073,1,17,2073,17,109,20.689,15.1309,"Santa Barbara"
"20107",2073-01-18,8.6356,2073,1,18,2073,18,110,20.7338,14.6847,"Santa Barbara"
"20108",2073-01-19,8.8495,2073,1,19,2073,19,111,18.7886,13.81905,"Santa Barbara"
"20109",2073-01-20,9.0864,2073,1,20,2073,20,112,20.4626,14.7745,"Santa Barbara"
"20110",2073-01-21,9.7559,2073,1,21,2073,21,113,17.2564,13.50615,"Santa Barbara"
"20111",2073-01-22,6.644,2073,1,22,2073,22,114,15.2065,10.92525,"Santa Barbara"
"20112",2073-01-23,6.6071,2073,1,23,2073,23,115,15.5173,11.0622,"Santa Barbara"
"20113",2073-01-24,8.0551,2073,1,24,2073,24,116,18.4934,13.27425,"Santa Barbara"
"20114",2073-01-25,8.3103,2073,1,25,2073,25,117,19.4713,13.8908,"Santa Barbara"
"20115",2073-01-26,8.6297,2073,1,26,2073,26,118,21.6708,15.15025,"Santa Barbara"
"20116",2073-01-27,7.2484,2073,1,27,2073,27,119,24.0612,15.6548,"Santa Barbara"
"20117",2073-01-28,8.8024,2073,1,28,2073,28,120,25.4433,17.12285,"Santa Barbara"
"20118",2073-01-29,10.1339,2073,1,29,2073,29,121,17.9763,14.0551,"Santa Barbara"
